French (Belgium),法语（比利时）,法文 (比利時),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
French (Canada),法语（加拿大）,法文 (加拿大),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
French (France),法语（法国）,法文 (法國),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Frisian,弗里斯兰语,夫里斯蘭文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Friulian,弗留利语,佛裡烏裡文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Fulah,富拉赫语,富拉赫文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Gaelic,盖尔语,蓋爾文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Galician,加利西亚语,加里西亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ganda,干达语,干達文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Georgian,格鲁吉亚语,喬治亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
German,德语,德文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
German (Austria),德语（奥地利）,德文 (奧地利),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
German (Formal),德语（正式）,德文 (正式),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
German (Switzerland),德语（瑞士）,德文 (瑞士),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
"German (Switzerland, Informal)",德语（瑞士，非正式）,德文 (瑞士，非正式),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Greek,希腊语,希臘文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Guarani,瓜拉尼语,瓜拉尼文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Gujarati,古吉拉特语,古吉拉特文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Gurmukhi,果鲁穆奇文,果魯穆奇文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Haitian,海地语,海地克裏奧爾文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hangul,韩文,韓文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hangul Consonant,韩文辅音,韓文 (子音),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hausa,豪萨语,豪沙文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hawaiian,夏威夷语,夏威夷文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hazaragi,哈扎拉吉语,哈撒拉基文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hebrew,希伯来语,希伯來文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Herero,赫雷罗语,赫雷羅文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hindi,印地语,印度文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hindi (Devanagari),印地语（梵文）,印度文 (梵文字母),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hiragana,日文平假名,日文平假名,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hiragana-Iroha,日文平假名 (伊吕波歌),日文平假名 (伊呂波歌),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hiri Motu,希里莫图语,希里莫圖文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hmong,苗语,白苗文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hungarian,匈牙利语,匈牙利文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Icelandic,冰岛语,冰島文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ido,伊多语,伊多文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Igbo,伊博语,伊布文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Indonesian,印度尼西亚,印尼文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Interlingua (International Auxiliary Language Association),人造语（国际辅助语言协会）,人工國際文 (國際輔助語協會),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Interlingue,人造语,人工國際文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Inuktitut,因纽特语,依奴提圖特文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Inupiaq,伊努皮克语,伊努特文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Irish,爱尔兰语,愛爾蘭文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Italian,意大利语,義大利文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Japanese,日语,日文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Japanese Formal,日语正式,日文 (正式),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Japanese Informal,日语非正式,日文 (口語),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Javanese,爪哇语,爪哇文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kabyle,卡比尔语,卡拜爾文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kalaallisut,格陵兰语,格陵蘭文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kannada,卡纳达语,坎那達文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kanuri,卡努里语,卡努里文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kartuli,格鲁吉亚语,喬治亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kashmiri,克什米尔,喀什米爾文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Katakana,日文片假名,日文片假名,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Katakana-Iroha,日文片假名 (伊吕波歌),日文片假名 (伊呂波歌),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kazakh,哈萨克语,哈薩克文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Khmer,高棉语,高棉文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kikuyu,基库尤语,吉庫尤文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kinyarwanda,卢旺达语,金揚萬答文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kirghiz,吉尔吉斯语,柯爾克孜文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kirundi,基隆迪,科隆地文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Komi,科米语,科米文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kongo,刚果语,剛果文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Korean,韩语,韓文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Korean Hangul Formal,韩国韩语 (正式),韓國韓文 (正式),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Korean Hanja Formal,韩国汉字 (正式),韓國漢字 (正式),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Korean Hanja Informal,韩国汉字 (口语),韓國漢字 (口語),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kurdish,库尔德,庫德文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kurdish (Sorani),库尔德语（索拉尼语）,庫德文 (索拉尼),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kwanyama,宽亚马,克萬亞瑪文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Lao,寮语,寮文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Laotian,老挝语,寮文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Latin,拉丁语,拉丁文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Latvian,拉脱维亚语,拉脫維亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Limburgish,林堡语,林堡文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Lingala,林加拉语,林格拉文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Lithuanian,立陶宛语,立陶宛文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Lower Alpha/Latin,小写拉丁字符,小寫拉丁字元,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Lower Armenian,小写亚美尼亚语,小寫亞美尼亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Lower Greek,小写希腊字母,小寫希臘字母,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Lower Roman,下罗马语,小寫羅馬數字,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Lower Sorbian,下索布语,下索布文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Luba-Katanga,卢巴卡丹加语,盧巴卡丹加文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Luxembourgish,卢森堡语,盧森堡文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Macedonian,马其顿语,馬其頓文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Malagasy,马尔加什,馬達加斯加文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Malay,马来语,馬來文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Malayalam,马拉雅拉姆语,馬來亞拉姆文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Maltese,马耳他语,馬爾他文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Manx,曼岛语,曼島文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Maori,毛利语,毛利文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Marathi,马拉地语,馬拉提文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Marshallese,马绍尔语,馬紹爾文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Mongolian,蒙古文,蒙古文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Moroccan Arabic,摩洛哥 阿拉伯语,摩洛哥阿拉伯文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Myanmar,缅甸,緬甸,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Myanmar (Burmese),缅甸语 (缅甸),緬甸文 (緬甸),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Nauru,瑙鲁语,諾魯文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Navajo,纳瓦霍语,納瓦荷文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ndonga,恩东加语,恩東加文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Nepali,尼泊尔语,尼泊爾文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Nias,尼亚斯语,尼亞斯文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
North Ndebele,北恩德贝莱,北恩德比利文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Northern Sami,北萨米语,北沙米文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Norwegian,挪威语,挪威文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Norwegian (Bokm?l),挪威语（博克马尔语）,挪威文 (巴克摩),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Norwegian (Nynorsk),挪威语（新诺斯克语）,挪威文 (尼洛斯克),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Norwegian Bokmal,挪威博克马尔,挪威文 (巴克摩),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Norwegian Nynorsk,挪威尼诺斯克语,挪威文 (尼洛斯克),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Nyanja,尼昂加语,尼揚賈文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Occitan,奥克语,奧西坦文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ojibwa,奥吉布瓦语,歐及布威文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Oriya,奥里亚语,歐利亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Oromo,奥罗莫语,奧羅蒙文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ossetian,奥塞梯语,奧塞提文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ossetic,奥塞梯语,奧塞提文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Pali,巴利语,帕里文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Panjabi,旁遮普语,旁遮普文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Panjabi (India),旁遮普语（印度）,旁遮普文 (印度),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Pashto,普什图语,普什圖文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Persian,波斯语,波斯文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Persian (Afghanistan),波斯语（阿富汗）,波斯文 (阿富汗),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Polish,波兰语,波蘭文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Portuguese,葡萄牙语,葡萄牙文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Portuguese (Angola),葡萄牙语（安哥拉）,葡萄牙文 (安哥拉),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Portuguese (Brazil),葡萄牙语（巴西）,葡萄牙文 (巴西),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Portuguese (Portugal),葡萄牙语（葡萄牙）,葡萄牙文 (葡萄牙),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
"Portuguese (Portugal, AO90)",葡萄牙语（葡萄牙，AO90）,葡萄牙文 (葡萄牙，AO90),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Punjabi,旁遮普语,旁遮普文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Quechua,克丘亚语,蓋楚瓦文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Raeto-Romance,罗曼什语,里托羅曼斯文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Rohingya,罗兴亚语,羅興亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Romanian,罗马尼亚语,羅馬尼亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Russian,俄语,俄文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Sakha,萨哈语,薩哈文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Samoan,萨摩亚语,薩摩亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Sango,桑戈语,三國文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Sanskrit,梵文,梵文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Saraiki,西莱基语;,沙雷基文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Sardinian,萨丁尼亚语,薩丁尼亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Scottish Gaelic,苏格兰盖尔语,蘇格蘭蓋爾文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Serbian,塞尔维亚语,塞爾維亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Shona,绍纳语,紹納文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Sichuan Yi,四川彝语,四川彝文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Silesian,西里西亚语,西萊亞西文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Simplified Chinese,简体中文,簡體中文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Simplified Chinese Formal,简体中文 (正式),簡體中文 (正式),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Simplified Chinese Informal,简体中文 (口语),簡體中文 (口語),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Sindhi,信德语,信德文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Sinhala,僧伽罗语,僧伽羅文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Slovak,斯洛伐克语,斯洛伐克文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Slovenian,斯洛文尼亚语,斯洛維尼亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Somali,索马里语,索馬利亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
South Azerbaijani,南阿塞拜疆语,南亞塞拜然文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
South Ndebele,南恩德贝莱,南恩德比利文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Southern Sotho,南索托语,南索托文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish,西班牙语,西班牙文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Argentina),西班牙语（阿根廷）,西班牙文 (阿根廷),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Chile),西班牙语（智利）,西班牙文 (智利),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Colombia),西班牙语（哥伦比亚）,西班牙文 (哥倫比亞),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Costa Rica),西班牙语（哥斯达黎加）,西班牙文 (哥斯大黎加),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Dominican Republic),西班牙语（多米尼加共和国）,西班牙文 (多明尼加共和國),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Ecuador),西班牙语（厄瓜多尔）,西班牙文 (厄瓜多爾),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
